source,bbvar,nblocks,flux_mean,flux_std,flux_min,flux_max,nearby_count,nfft_peaks
J0000.0+3144,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0000.1-5042,97.99808736348632,5,2.0,1.4142135623730951,0.0,4.0,5,2
J0000.1-7354,0.00010749371153906395,1,0.0,0.0,0.0,0.0,5,2
J0000.3+6052,0.001075442647561431,1,0.0,0.0,0.0,0.0,5,2
J0000.5+0747,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0001.1-5953,8.618263746029697e-05,1,0.0,0.0,0.0,0.0,5,2
J0001.2-0747,51.54264913825398,2,0.5,0.5,0.0,1.0,5,2
J0001.3+4741,77.83074755229603,5,2.0,1.4142135623730951,0.0,4.0,5,2
J0001.4-0009,147.88205977129195,11,5.0,3.1622776601683795,0.0,10.0,5,2
J0001.5+2114,3697.8904022428114,43,21.0,12.409673645990857,0.0,42.0,5,3
J0001.5-4156,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0001.6+3502,9.428709745407104e-06,1,0.0,0.0,0.0,0.0,5,2
J0002.1+3902,60.508122327474666,6,2.5,1.707825127659933,0.0,5.0,5,2
J0002.2-6727,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0002.3-0815,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0002.5-5157,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0002.6+6719,113.1415638749217,7,3.0,2.0,0.0,6.0,5,2
J0002.7+7217,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0002.9+6217,12.660192557610571,2,0.5,0.5,0.0,1.0,5,2
J0003.1-1543,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0003.2+2506,31.62549313826662,3,1.0,0.816496580927726,0.0,2.0,5,2
J0003.2-5248,29.236254360076757,3,1.0,0.816496580927726,0.0,2.0,5,2
J0003.3-0703,7.43092895415807,2,0.5,0.5,0.0,1.0,5,2
J0003.3-1928,25.94473980599537,3,1.0,0.816496580927726,0.0,2.0,5,2
J0003.4-5906,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0003.5+0718,0.00012527405033324612,1,0.0,0.0,0.0,0.0,5,2
J0003.6+2206,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0003.7+3058,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0003.9+0842,24.332458960051333,3,1.0,0.816496580927726,0.0,2.0,5,2
J0003.9+5712,0.00011252984404563904,1,0.0,0.0,0.0,0.0,5,2
J0003.9-1148,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0004.3+4614,186.81190429592607,5,2.0,1.4142135623730951,0.0,4.0,5,2
J0004.3+6841,965.3398916632992,19,9.0,5.477225575051661,0.0,18.0,5,2
J0004.4-4002,40.660133651752375,4,1.5,1.118033988749895,0.0,3.0,5,2
J0004.4-4736,316.37502848044556,13,6.0,3.7416573867739413,0.0,12.0,5,2
J0005.5+6634,18.824480589282757,2,0.5,0.5,0.0,1.0,5,2
J0006.0+3822,176.54389234032396,9,4.0,2.581988897471611,0.0,8.0,5,2
J0006.0+6741,132.75698376030206,0,,,,,5,2
J0006.2+0135,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0006.2-0620,6.0303242435111315e-05,1,0.0,0.0,0.0,0.0,5,2
J0006.2-1813,3.34512151312083e-08,1,0.0,0.0,0.0,0.0,5,2
J0006.2-5625,32.53115523749943,2,0.5,0.5,0.0,1.0,5,2
J0006.7+5051,27.309858559106942,2,0.5,0.5,0.0,1.0,5,3
J0006.9+4617,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0007.0+7303,178.93672659815638,9,4.0,2.581988897471611,0.0,8.0,5,2
J0007.3-0322,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0007.7+4008,49.340735647033725,5,2.0,1.4142135623730951,0.0,4.0,5,2
J0008.0+4712,20.59997984202346,2,0.5,0.5,0.0,1.0,5,2
J0008.1-3941,13.85704967025822,2,0.5,0.5,0.0,1.0,5,2
J0008.3+6926,574.0848057606948,16,7.5,4.6097722286464435,0.0,15.0,5,2
J0008.4+1455,34.59560653438166,3,1.0,0.816496580927726,0.0,2.0,5,2
J0008.4+6837,2107.1065844969344,28,13.5,8.077747210701755,0.0,27.0,5,3
J0008.4-2339,0.00022917590104043484,1,0.0,0.0,0.0,0.0,5,2
J0008.6+2507,0.00029429851929307915,1,0.0,0.0,0.0,0.0,5,2
J0009.1+0628,63.315927077990594,5,2.0,1.4142135623730951,0.0,4.0,5,2
J0009.2-1414,0.0001818627033571829,1,0.0,0.0,0.0,0.0,5,2
J0009.4+1746,0.0001863272063928889,1,0.0,0.0,0.0,0.0,5,2
J0009.4+5030,171.74607491765505,8,3.5,2.29128784747792,0.0,7.0,5,2
J0009.6-3217,7.77515453570345,2,0.5,0.5,0.0,1.0,5,2
J0009.7-4315,20.92704445717544,3,1.0,0.816496580927726,0.0,2.0,5,2
J0009.9+1340,2.755360091024294,3,1.0,0.816496580927726,0.0,2.0,5,2
J0010.1+2809,24.705279322994556,3,1.0,0.816496580927726,0.0,2.0,5,2
J0010.1-5013,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0010.2-2434,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0010.5+2046,516.9298489046928,14,6.5,4.031128874149275,0.0,13.0,5,2
J0010.5-3027,329.60873586238745,14,6.5,4.031128874149275,0.0,13.0,5,2
J0010.8-2155,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0011.2-2610,7.947347057779552e-06,1,0.0,0.0,0.0,0.0,5,2
J0011.4-1436,36.65318148891785,3,1.0,0.816496580927726,0.0,2.0,5,2
J0011.5+0058,966.8997773215164,31,15.0,8.94427190999916,0.0,30.0,5,3
J0011.5+4822,0.00035968823067378253,1,0.0,0.0,0.0,0.0,5,2
J0011.7-3143,0.0009094470984791769,1,0.0,0.0,0.0,0.0,5,2
J0011.8+7045,136.72620936219906,7,3.0,2.0,0.0,6.0,5,2
J0012.3+1716,34.52320806214266,2,0.5,0.5,0.0,1.0,5,2
J0013.0+3355,141.38789684923165,6,2.5,1.707825127659933,0.0,5.0,5,2
J0013.0-3956,30.33732121810317,2,0.5,0.5,0.0,1.0,5,2
J0013.4+0949,0.005742339265452756,1,0.0,0.0,0.0,0.0,5,2
J0013.5+4050,0.0022922661282791523,1,0.0,0.0,0.0,0.0,5,2
J0013.9-0422,228.71975799417186,8,3.5,2.29128784747792,0.0,7.0,5,2
J0013.9-1854,0.0008101558778434992,1,0.0,0.0,0.0,0.0,5,3
J0014.1+1909,58.489254777634414,5,2.0,1.4142135623730951,0.0,4.0,5,2
J0014.3+0853,26.924676151444487,3,1.0,0.816496580927726,0.0,2.0,5,2
J0014.3-0459,380.44883085037964,12,5.5,3.452052529534663,0.0,11.0,5,2
J0014.3-5022,48.40338494037053,4,1.5,1.118033988749895,0.0,3.0,5,2
J0014.8+5802,0.0001460316170778242,1,0.0,0.0,0.0,0.0,5,2
J0014.8+6118,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0015.1+3214,78.51197612992308,5,2.0,1.4142135623730951,0.0,4.0,5,2
J0015.2+3536,4.762775960834858,2,0.5,0.5,0.0,1.0,5,2
J0015.6+5551,0.004323568195104599,1,0.0,0.0,0.0,0.0,5,3
J0015.8+2440,20.85704786370789,2,0.5,0.5,0.0,1.0,5,2
J0016.2-0017,408.201378065053,20,9.5,5.766281297335398,0.0,19.0,5,2
J0017.0-4606,30.41604269691925,3,1.0,0.816496580927726,0.0,2.0,5,2
J0017.1-0651,150.9446232683065,7,3.0,2.0,0.0,6.0,5,2
J0017.2+6506,0.2270769870888767,2,0.5,0.5,0.0,1.0,5,2
J0017.5-0511,1277.4880134831963,31,15.0,8.94427190999916,0.0,30.0,5,3
J0017.7+1451,0.001044179778546095,1,0.0,0.0,0.0,0.0,5,2
J0018.2+6806,488.93589970236894,15,7.0,4.320493798938574,0.0,14.0,5,3
J0018.5+2947,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0018.9+5111,0.0006990814763412345,1,0.0,0.0,0.0,0.0,5,3
J0018.9-3043,35.034894462085504,3,1.0,0.816496580927726,0.0,2.0,5,2
J0019.1-5641,445.50186557554764,12,5.5,3.452052529534663,0.0,11.0,5,2
J0019.2-8152,37.640068680160425,4,1.5,1.118033988749895,0.0,3.0,5,2
J0019.5+2020,397.2196638217631,8,3.5,2.29128784747792,0.0,7.0,5,2
J0019.5+2605,171.66316176416012,9,4.0,2.581988897471611,0.0,8.0,5,2
J0019.6+7327,1100.7894285802415,18,8.5,5.188127472091127,0.0,17.0,5,3
J0020.5+5005,1.2580530892591923e-05,1,0.0,0.0,0.0,0.0,5,2
J0020.9+0322,30.51802649442955,3,1.0,0.816496580927726,0.0,2.0,5,2
J0021.2-5917,1.2001634139087543,2,0.5,0.5,0.0,1.0,5,2
J0021.5-2221,58.264796796379414,4,1.5,1.118033988749895,0.0,3.0,5,3
J0021.5-2551,152.03759159707568,11,5.0,3.1622776601683795,0.0,10.0,5,2
J0021.7+4533,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0021.7-0858,24.075719369387343,3,1.0,0.816496580927726,0.0,2.0,5,2
J0022.0+0006,3.26299057178403e-05,1,0.0,0.0,0.0,0.0,5,2
J0022.0-5139,112.14565954445195,5,2.0,1.4142135623730951,0.0,4.0,5,2
J0022.1-1854,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0022.5+0607,407.324546532489,13,6.0,3.7416573867739413,0.0,12.0,5,2
J0022.6+6910,355.5632785127691,10,4.5,2.8722813232690143,0.0,9.0,5,2
J0023.1-5648,203.70312228614642,8,3.5,2.29128784747792,0.0,7.0,5,2
J0023.2+0922,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0023.3+8417,3.4516889670835553,2,0.5,0.5,0.0,1.0,5,2
J0023.3-5926,97.27581630928034,4,1.5,1.118033988749895,0.0,3.0,5,2
J0023.5+4456,196.06503291146885,9,4.0,2.581988897471611,0.0,8.0,5,2
J0023.6-4209,337.386512384208,15,7.0,4.320493798938574,0.0,14.0,5,2
J0023.8+1602,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0023.9-7204,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0024.1+2402,8.101852555004175,2,0.5,0.5,0.0,1.0,5,2
J0024.1+7908,0.04932355809393485,3,1.0,0.816496580927726,0.0,2.0,5,2
J0024.1-6820,146.1387046043701,9,4.0,2.581988897471611,0.0,8.0,5,2
J0024.6+4640,11.086797404004756,2,0.5,0.5,0.0,1.0,5,2
J0024.6-0810,89.56047692101117,6,2.5,1.707825127659933,0.0,5.0,5,2
J0024.9+0348,248.95787148960284,12,5.5,3.452052529534663,0.0,11.0,5,2
J0025.0-2322,77.71109182924558,7,3.0,2.0,0.0,6.0,5,2
J0025.1+2322,195.96958926641025,6,2.5,1.707825127659933,0.0,5.0,5,2
J0025.3+6409,0.0025399625301361084,1,0.0,0.0,0.0,0.0,5,2
J0025.3-3522,7.008366264926735e-05,1,0.0,0.0,0.0,0.0,5,2
J0025.5-4838,54.2709859114093,3,1.0,0.816496580927726,0.0,2.0,5,2
J0025.7-4801,111.43777557377949,5,2.0,1.4142135623730951,0.0,4.0,5,2
J0026.0-1937,0.332786996332608,4,1.5,1.118033988749895,0.0,3.0,5,2
J0026.2-0732,0.0004722013305809014,1,0.0,0.0,0.0,0.0,5,2
J0026.6-4601,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0027.0-1134,2.2474490671715213,3,1.0,0.816496580927726,0.0,2.0,5,2
J0028.3+7505,11.62576632177229,2,0.5,0.5,0.0,1.0,5,2
J0028.5+2000,12388.190662257462,43,21.0,12.409673645990857,0.0,42.0,5,3
J0028.9+3551,50.1198790348717,4,1.5,1.118033988749895,0.0,3.0,5,2
J0028.9-0112,499.5796391582633,19,9.0,5.477225575051661,0.0,18.0,5,2
J0028.9-7045,70.11783557763977,3,1.0,0.816496580927726,0.0,2.0,5,2
J0029.3+0538,0.0005027197767049074,1,0.0,0.0,0.0,0.0,5,2
J0029.4+2052,90.21706839469286,6,2.5,1.707825127659933,0.0,5.0,5,2
J0030.2+0001,55.89651135178741,4,1.5,1.118033988749895,0.0,3.0,5,2
J0030.2+0556,6.133363294225092e-05,1,0.0,0.0,0.0,0.0,5,2
J0030.3-1648,0.016596497502177954,1,0.0,0.0,0.0,0.0,5,2
J0030.3-4224,1897.5619606368728,37,18.0,10.677078252031311,0.0,36.0,5,3
J0030.4+0451,0.0003607918042689562,1,0.0,0.0,0.0,0.0,5,2
J0030.6-0211,2182.7163609212403,42,20.5,12.120918557051139,0.0,41.0,5,3
J0030.9-3615,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0031.1-2328,22.123615505782112,3,1.0,0.816496580927726,0.0,2.0,5,2
J0031.3+0725,3.987953717570676,2,0.5,0.5,0.0,1.0,5,2
J0031.4-4029,179.5685258415908,8,3.5,2.29128784747792,0.0,7.0,5,2
J0031.5-5649,0.00024707088061859395,1,0.0,0.0,0.0,0.0,5,2
J0032.2-5521,426.711836702273,12,5.5,3.452052529534663,0.0,11.0,5,3
J0032.3-5539,244.47910667322589,10,4.5,2.8722813232690143,0.0,9.0,5,2
J0032.5-4726,2.6554286407655425,2,0.5,0.5,0.0,1.0,5,2
J0032.6-2846,0.0009981718012568308,1,0.0,0.0,0.0,0.0,5,2
J0032.9+0511,60.572377433254644,5,2.0,1.4142135623730951,0.0,4.0,5,2
J0033.3-2041,10.007071089746042,4,1.5,1.118033988749895,0.0,3.0,5,2
J0033.5-1921,112.50799042783113,8,3.5,2.29128784747792,0.0,7.0,5,2
J0033.9-4116,778.5767704161519,20,9.5,5.766281297335398,0.0,19.0,5,3
J0034.1+3901,37.11550507751713,3,1.0,0.816496580927726,0.0,2.0,5,2
J0034.3-0534,25.9040865893694,3,1.0,0.816496580927726,0.0,2.0,5,2
J0034.5+6439,6.11916184425354e-05,1,0.0,0.0,0.0,0.0,5,2
J0034.8-5726,66.37986720273102,3,1.0,0.816496580927726,0.0,2.0,5,2
J0035.1-5326,59.65042998173476,4,1.5,1.118033988749895,0.0,3.0,5,2
J0035.2+1514,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0035.2-1738,1.0362175516781935,2,0.5,0.5,0.0,1.0,5,2
J0035.7+6131,138.0380820553595,8,3.5,2.29128784747792,0.0,7.0,5,2
J0035.7-0837,27.8871830541257,3,1.0,0.816496580927726,0.0,2.0,5,2
J0035.9+5949,246.91834021858836,5,2.0,1.4142135623730951,0.0,4.0,5,3
J0036.0+1114,24.896522661976633,2,0.5,0.5,0.0,1.0,5,2
J0036.4-2642,883.0304771723281,25,12.0,7.211102550927978,0.0,24.0,5,3
J0036.9+1834,413.1996733928341,8,3.5,2.29128784747792,0.0,7.0,5,2
J0037.4+2614,0.0004839205648750067,1,0.0,0.0,0.0,0.0,5,2
J0037.4+6724,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0037.6+3655,3.9927640500536654e-05,1,0.0,0.0,0.0,0.0,5,2
J0037.8+1238,105.89997712112233,6,2.5,1.707825127659933,0.0,5.0,5,2
J0038.1+0013,0.002202275674790144,1,0.0,0.0,0.0,0.0,5,2
J0038.2-2459,8320.043560204767,65,32.0,18.76166303929372,0.0,64.0,5,3
J0038.8-0146,30.532057468941275,2,0.5,0.5,0.0,1.0,5,2
J0038.9-0943,2.519506961107254e-05,1,0.0,0.0,0.0,0.0,5,2
J0039.1+4330,18.16163205152094,2,0.5,0.5,0.0,1.0,5,2
J0039.1+6257,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0039.1-2219,161.97014505435337,10,4.5,2.8722813232690143,0.0,9.0,5,2
J0039.6-7336,0.0004440648481249809,1,0.0,0.0,0.0,0.0,5,2
J0039.7+4203,13.915498893956055,2,0.5,0.5,0.0,1.0,5,2
J0039.9-3257,26.87854569875435,3,1.0,0.816496580927726,0.0,2.0,5,2
J0040.1-2724,169.1220112270101,7,3.0,2.0,0.0,6.0,5,2
J0040.2+4049,1.8756836652755737e-06,1,0.0,0.0,0.0,0.0,5,2
J0040.4-2339,1418.766101515827,33,16.0,9.521904571390467,0.0,32.0,5,2
J0040.6+6356,0.0009172931022476405,1,0.0,0.0,0.0,0.0,5,2
J0040.7-7158,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0041.3+3207,9.599096597412426e-05,1,0.0,0.0,0.0,0.0,5,2
J0041.3-0048,186.16607270353467,7,3.0,2.0,0.0,6.0,5,3
J0041.4+3800,0.015797394737944614,1,0.0,0.0,0.0,0.0,5,2
J0041.6+6054,30.382607974112034,3,1.0,0.816496580927726,0.0,2.0,5,2
J0041.7-1607,0.2045445004238231,2,0.5,0.5,0.0,1.0,5,2
J0041.8-4702,3.2876592565481904,6,2.5,1.707825127659933,0.0,5.0,5,2
J0042.1+2320,77.30056557749694,5,2.0,1.4142135623730951,0.0,4.0,5,2
J0042.1+3640,0.001522022516837751,1,0.0,0.0,0.0,0.0,5,2
J0042.3+3509,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0043.3+4111,4.773959517478943e-05,1,0.0,0.0,0.0,0.0,5,2
J0043.4-0443,0.0007293277885764837,1,0.0,0.0,0.0,0.0,5,2
J0043.6+2224,106.91234636389167,6,2.5,1.707825127659933,0.0,5.0,5,2
J0043.7-1116,0.000488050514832139,1,0.0,0.0,0.0,0.0,5,2
J0043.8+3426,696.1948551136993,22,10.5,6.34428877022476,0.0,21.0,5,2
J0044.8+4556,24.809371804862394,3,1.0,0.816496580927726,0.0,2.0,5,2
J0044.8+6802,111.33338939670875,6,2.5,1.707825127659933,0.0,5.0,5,2
J0045.1-3706,333.62111348181355,10,4.5,2.8722813232690143,0.0,9.0,5,3
J0045.1-8423,69.1701935183446,3,1.0,0.816496580927726,0.0,2.0,5,2
J0045.3+2128,250.68123748040932,8,3.5,2.29128784747792,0.0,7.0,5,2
J0045.7+1217,91.12772363189339,7,3.0,2.0,0.0,6.0,5,2
J0045.8-1324,0.00022367746117879506,1,0.0,0.0,0.0,0.0,5,2
J0045.9-2021,0.0010500076048174378,1,0.0,0.0,0.0,0.0,5,2
J0046.6-7055,0.9587056327341088,2,0.5,0.5,0.0,1.0,5,2
J0046.8+0705,3.393699944354012e-05,1,0.0,0.0,0.0,0.0,5,2
J0047.0+5657,138.83301151291937,5,2.0,1.4142135623730951,0.0,4.0,5,2
J0047.0-4217,178.4266665019619,8,3.5,2.29128784747792,0.0,7.0,5,3
J0047.2+6943,0.005258491118183883,1,0.0,0.0,0.0,0.0,5,2
J0047.5-2518,195.18261838164372,9,4.0,2.581988897471611,0.0,8.0,5,2
J0047.8+5447,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0047.9+3947,102.97243047028763,3,1.0,0.816496580927726,0.0,2.0,5,2
J0048.0+2233,289.5524725658939,8,3.5,2.29128784747792,0.0,7.0,5,2
J0048.5-6344,0.0024578762240707874,1,0.0,0.0,0.0,0.0,5,2
J0048.6-2426,63.17014210232418,5,2.0,1.4142135623730951,0.0,4.0,5,2
J0049.0+2253,132.27805180843063,5,2.0,1.4142135623730951,0.0,4.0,5,2
J0049.2+4221,12.669423356698674,4,1.5,1.118033988749895,0.0,3.0,5,2
J0049.2+6227,0.0008208986637328053,1,0.0,0.0,0.0,0.0,5,2
J0049.5-4459,36.11278689537119,3,1.0,0.816496580927726,0.0,2.0,5,2
J0049.5-5401,0.0009767420124262571,1,0.0,0.0,0.0,0.0,5,2
J0049.6-4151,76.89468948226283,6,2.5,1.707825127659933,0.0,5.0,5,2
J0049.7+0237,631.6639789664574,22,10.5,6.34428877022476,0.0,21.0,5,3
J0050.0-5738,2542.9897245229536,21,10.0,6.0553007081949835,0.0,20.0,5,3
J0050.4-0453,447.8393304306533,19,9.0,5.477225575051661,0.0,18.0,5,3
J0050.4-7306,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0050.7-0929,634.9539278838371,16,7.5,4.6097722286464435,0.0,15.0,5,3
J0051.0-0649,459.3796888662771,17,8.0,4.898979485566356,0.0,16.0,5,2
J0051.2-6242,166.60086502500053,4,1.5,1.118033988749895,0.0,3.0,5,3
J0051.3-4227,409.05253457288677,13,6.0,3.7416573867739413,0.0,12.0,5,2
J0052.3+6445,0.0006643980741500854,1,0.0,0.0,0.0,0.0,5,2
J0053.2-6646,2.504564265108101,2,0.5,0.5,0.0,1.0,5,2
J0053.9+8227,0.0007505020694225095,1,0.0,0.0,0.0,0.0,5,2
J0054.0-7129,0.0023100385442376137,1,0.0,0.0,0.0,0.0,5,2
J0054.5+8628,138.71753424271606,9,4.0,2.581988897471611,0.0,8.0,5,2
J0054.7+6110,32.64133010568298,3,1.0,0.816496580927726,0.0,2.0,5,2
J0054.7-2455,70.85767506410775,3,1.0,0.816496580927726,0.0,2.0,5,2
J0054.9-2001,107.52002458031421,7,3.0,2.0,0.0,6.0,5,2
J0055.0-4903,10.790682006314455,2,0.5,0.5,0.0,1.0,5,2
J0055.1-1217,426.84486572362016,16,7.5,4.6097722286464435,0.0,15.0,5,2
J0055.2+6911,13.692962226508826,2,0.5,0.5,0.0,1.0,5,3
J0055.4+6353,0.0012003369629383087,1,0.0,0.0,0.0,0.0,5,2
J0055.6+4505,3.574269863398889,5,2.0,1.4142135623730951,0.0,4.0,5,2
J0056.3-0936,22.82981449412182,2,0.5,0.5,0.0,1.0,5,2
J0056.4-4103,57.74054229934313,4,1.5,1.118033988749895,0.0,3.0,5,2
J0056.5-2117,39.19372913915049,4,1.5,1.118033988749895,0.0,3.0,5,2
J0056.6-4405,30.89010893451814,3,1.0,0.816496580927726,0.0,2.0,5,2
J0056.6-5317,15.929807560962672,2,0.5,0.5,0.0,1.0,5,2
J0056.7-3937,0.0012811113392672269,1,0.0,0.0,0.0,0.0,5,2
J0056.7-4453,15.01406188432378,3,1.0,0.816496580927726,0.0,2.0,5,3
J0056.8+1626,11.517164446872584,2,0.5,0.5,0.0,1.0,5,2
J0057.0+4100,0.0003829722986665729,1,0.0,0.0,0.0,0.0,5,2
J0057.2-0123,400.3576083864492,10,4.5,2.8722813232690143,0.0,9.0,5,2
J0057.4+2219,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0057.7+3023,264.83809825773176,7,3.0,2.0,0.0,6.0,5,2
J0057.8+6325,0.000561122684075599,1,0.0,0.0,0.0,0.0,5,2
J0057.8+7105,0.0007123442392185098,1,0.0,0.0,0.0,0.0,5,2
J0058.0+7315,0.0009452029230487824,1,0.0,0.0,0.0,0.0,5,2
J0058.0-0539,149.248904687532,7,3.0,2.0,0.0,6.0,5,2
J0058.0-3233,211.50784991283138,10,4.5,2.8722813232690143,0.0,9.0,5,2
J0058.3+1723,2.7988172210058337e-05,1,0.0,0.0,0.0,0.0,5,2
J0058.3-4606,4.907877615497068,3,1.0,0.816496580927726,0.0,2.0,5,2
J0058.3-7215,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0058.4+3314,424.92980529948204,11,5.0,3.1622776601683795,0.0,10.0,5,2
J0058.5-1141,21.48393192910487,2,0.5,0.5,0.0,1.0,5,2
J0059.2+0008,2176.6658904766546,20,9.5,5.766281297335398,0.0,19.0,5,2
J0059.2-5656,1507.3824567219035,20,9.5,5.766281297335398,0.0,19.0,5,3
J0059.3-0151,0.00031450839219360205,1,0.0,0.0,0.0,0.0,5,2
J0059.3-3336,8.27762924018316e-05,1,0.0,0.0,0.0,0.0,5,2
J0059.5-3511,1.1290357131872906,2,0.5,0.5,0.0,1.0,5,2
J0100.2-7246,11.721065772499458,2,0.5,0.5,0.0,1.0,5,2
J0100.3+0745,63.39295700041839,5,2.0,1.4142135623730951,0.0,4.0,5,2
J0100.6+6736,13.885570822138106,2,0.5,0.5,0.0,1.0,5,2
J0100.8+6106,271.59635538110126,14,6.5,4.031128874149275,0.0,13.0,5,2
J0101.1-0056,370.923013923885,11,5.0,3.1622776601683795,0.0,10.0,5,2
J0101.1-6422,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0101.3-8019,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0101.6-5456,7.035688618373115e-05,1,0.0,0.0,0.0,0.0,5,2
J0101.7-6240,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0101.8+4458,0.002174923300856335,1,0.0,0.0,0.0,0.0,5,2
J0102.1+5848,1277.7914687803066,25,12.0,7.211102550927978,0.0,24.0,5,3
J0102.2+1639,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0102.3+0944,18.333314977183363,2,0.5,0.5,0.0,1.0,5,2
J0102.4+0959,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0102.4+4214,317.75248090789205,10,4.5,2.8722813232690143,0.0,9.0,5,2
J0102.7+5824,2887.645503280971,43,21.0,12.409673645990857,0.0,42.0,5,3
J0102.7+6556,0.0021025650203227997,1,0.0,0.0,0.0,0.0,5,2
J0102.7-5641,78.74736795418306,5,2.0,1.4142135623730951,0.0,4.0,5,3
J0102.8-2002,2.038821888561415e-05,1,0.0,0.0,0.0,0.0,5,2
J0102.9+4839,0.00010218285024166107,1,0.0,0.0,0.0,0.0,5,2
J0103.0+4956,34.81058493525825,4,1.5,1.118033988749895,0.0,3.0,5,2
J0103.5+1525,0.00019499047107274237,1,0.0,0.0,0.0,0.0,5,2
J0103.5+5337,39.58880044660248,5,2.0,1.4142135623730951,0.0,4.0,5,2
J0103.5-7049,0.0004692948139108921,1,0.0,0.0,0.0,0.0,5,2
J0103.8+1321,43.61244778491213,3,1.0,0.816496580927726,0.0,2.0,5,3
J0103.8-7538,45.334510043474495,3,1.0,0.816496580927726,0.0,2.0,5,2
J0103.9+3515,9.09101183044908,4,1.5,1.118033988749895,0.0,3.0,5,2
J0104.1-0814,13.71464889222284,2,0.5,0.5,0.0,1.0,5,2
J0104.3-7200,0.004960888065397739,1,0.0,0.0,0.0,0.0,5,3
J0104.8-2215,94.16974657988291,5,2.0,1.4142135623730951,0.0,4.0,5,2
J0104.9-2416,227.9597914740442,10,4.5,2.8722813232690143,0.0,9.0,5,2
J0105.2+3929,379.41337726451457,14,6.5,4.031128874149275,0.0,13.0,5,2
J0105.9+3403,1921.2398680860724,20,9.5,5.766281297335398,0.0,19.0,5,2
J0106.1+1132,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0106.4+4855,-0.0,1,0.0,0.0,0.0,0.0,5,3
J0106.8-4830,12.510407846851066,4,1.5,1.118033988749895,0.0,3.0,5,2
J0107.2+0150,0.0005145289339907322,1,0.0,0.0,0.0,0.0,5,2
J0107.2-1209,10.669627116019626,2,0.5,0.5,0.0,1.0,5,2
J0107.3+0457,0.00012382536567656643,1,0.0,0.0,0.0,0.0,5,2
J0107.4+0334,3182.357337530271,28,13.5,8.077747210701755,0.0,27.0,5,2
J0107.6+4949,111.09311698664476,5,2.0,1.4142135623730951,0.0,4.0,5,2
J0107.7+0213,14060.185357562907,51,25.0,14.719601443879744,0.0,50.0,5,3
J0108.1-0040,2722.5952476254142,25,12.0,7.211102550927978,0.0,24.0,5,2
J0108.6+0135,40340.3639596959,97,48.0,28.0,0.0,96.0,5,3
J0109.1+1815,-0.0,1,0.0,0.0,0.0,0.0,5,2
J0109.2+2400,165.3610378635799,9,4.0,2.581988897471611,0.0,8.0,5,2
J0109.2+4529,0.0001837957530312906,1,0.0,0.0,0.0,0.0,5,2
J0109.6+6133,2668.293177265922,43,21.0,12.409673645990857,0.0,42.0,5,3
J0109.7+0130,16440.200157175786,53,26.0,15.297058540778355,0.0,52.0,5,3
J0109.8-5246,17.860983149019603,2,0.5,0.5,0.0,1.0,5,2
J0109.8-6056,41.76918104568904,2,0.5,0.5,0.0,1.0,5,2
J0109.9+5837,92.59932091792841,6,2.5,1.707825127659933,0.0,5.0,5,2
J0110.0-4019,0.0004627821035683155,1,0.0,0.0,0.0,0.0,5,2
